Id,OwnerUserId,CreationDate,ParentId,Score,Body
9251,1144.0,2008-08-12T21:18:44Z,9240,0,"<p>It could be a solution, as it would not erode the interface. I guess you could have a class like this:</p><pre><code>public class BusinessObjectRecord : BusinessObject{}</code></pre>"
9257,1144.0,2008-08-12T21:28:05Z,9240,0,<p>What do you mean by that the data tier should not be aware of the business logic tier? How would you fill an business object with data?</p><p>I often do this:</p><pre><code>namespace Data{    public class BusinessObjectDataManager    {         public void SaveObject(BusinessObject object)         {                // Exec stored procedure         {    }}</code></pre>
9258,230.0,2008-08-12T21:28:09Z,9240,5,"<p>This is a classic problem - separating your domain model from your database model. There are several ways to attack it, it really depends on the size of your project in my opinion. You could use the repository pattern as others have said. If you are using .net or java you could use <a href=""http://www.hibernate.org/343.html"" rel=""nofollow"">NHibernate</a> or <a href=""http://www.hibernate.org/"" rel=""nofollow"">Hibernate</a>. </p><p>What I do is use <a href=""http://en.wikipedia.org/wiki/Test-driven_development"" rel=""nofollow"">Test Driven Development</a> so I write my UI and Model layers first and the Data layer is mocked, so the UI and model is build around domain specific objects, then later I map these object to what ever technology I'm using the the Data Layer. Is a very bad idea to let the database determine the design of your app, write the app first and think about the data later.</p><p>ps the title of the question is a little mis-leading</p>"
9264,960.0,2008-08-12T21:34:47Z,9240,1,"<p>@Ice^^Heat:</p><blockquote>  <p>What do you mean by that the data tier should not be aware of the business logic tier? How would you fill an business object with data?</p></blockquote><p>The UI asks the ServiceClass in the business tier for a service, namely getting a list of objects filtered by an object with the needed parameter data.<br />Then the ServiceClass creates an instance of one of the repository classes in the data tier, and calls the GetList(ParameterType filters).<br />Then the data tier accesses the database, pulls up the data, and maps it to the common format defined in the ""domain"" assembly.<br />The BL has no more work to do with this data, so it outputs it to the UI.</p><p>Then the UI wants to edit Item X. It sends the item (or business object) to the service in the Business Tier. The business tier validates the object, and if it is OK, it sends it to the data tier for storage.</p><p>The UI knows the service in the business tier which again knows about the data tier.</p><p>The UI is responsible for mapping the users data input to and from the objects, and the data tier is responsible for mapping the data in the db to and from the objects. The Business tier stays purely business. :)</p>"
9277,872.0,2008-08-12T21:52:01Z,9240,0,"<p>So the problem is that the business layer needs to expose more functionality to the data layer, and adding this functionality means exposing too much to the UI layer?  If I'm understanding your problem correctly, it sounds like you're trying to satisfy too much with a single interface, and that's just causing it to become cluttered.  Why not have two interfaces into the business layer?  One would be a simple, safe interface for the UI layer.  The other would be a lower-level interface for the data layer.</p><p>You can apply this two-interface approach to any objects which need to be passed to both the UI and the data layers, too.</p><pre><code>public class BusinessLayer : ISimpleBusiness{}public class Some3LayerObject : ISimpleSome3LayerObject{}</code></pre>"
9369,372.0,2008-08-13T01:00:12Z,9240,0,"<p>You may want to split your interfaces into two types, namely:</p><ul><li>View interfaces -- which are interfaces that specify your interactions with your UI, and</li><li>Data interfaces -- which are interfaces that will allow you to specify interactions with your data</li></ul><p>It is possible to inherit and implement both set of interfaces such that:</p><pre><code>public class BusinessObject : IView, IData</code></pre><p>This way, in your data layer you only need to see the interface implementation of IData, while in your UI you only need to see the interface implementation of IView.</p><p>Another strategy you might want to use is to compose your objects in the UI or Data layers such that they are merely consumed by these layers, e.g.,</p><pre><code>public class BusinessObject : DomainObjectpublic class ViewManager&lt;T&gt; where T : DomainObjectpublic class DataManager&lt;T&gt; where T : DomainObject</code></pre><p>This in turn allows your business object to remain ignorant of both the UI/View layer and the data layer.</p>"
9411,59.0,2008-08-13T02:18:28Z,9410,1,"<p>You need to pass a <a href=""http://www.newty.de/fpt/fpt.html#passPtr"" rel=""nofollow"" title=""Unison Home Page"">function pointer</a>.  The syntax is a little cumbersome, but it's really powerful once you get familiar with it.</p>"
9413,184.0,2008-08-13T02:22:24Z,9410,449,"<p><strong>Declaration</strong></p><p>A prototype for a function which takes a function parameter looks like the following:</p><pre><code>void func ( void (*f)(int) );</code></pre><p>This states that the parameter <code>f</code> will be a pointer to a function which has a <code>void</code> return type and which takes a single <code>int</code> parameter. The following function (<code>print</code>) is an example of a function which could be passed to <code>func</code> as a parameter because it is the proper type:</p><pre><code>void print ( int x ) {  printf(""%d\n"", x);}</code></pre><p><strong>Function Call</strong></p><p>When calling a function with a function parameter, the value passed must be a pointer to a function. Use the function's name (without parentheses) for this:</p><pre><code>func(print);</code></pre><p>would call <code>func</code>, passing the print function to it.</p><p><strong>Function Body</strong></p><p>As with any parameter, func can now use the parameter's name in the function body to access the value of the parameter. Let's say that func will apply the function it is passed to the numbers 0-4. Consider, first, what the loop would look like to call print directly:</p><pre><code>for ( int ctr = 0 ; ctr &lt; 5 ; ctr++ ) {  print(ctr);}</code></pre><p>Since <code>func</code>'s parameter declaration says that <code>f</code> is the name for a pointer to the desired function, we recall first that if <code>f</code> is a pointer then <code>*f</code> is the thing that <code>f</code> points to (i.e. the function <code>print</code> in this case). As a result, just replace every occurrence of print in the loop above with <code>*f</code>:</p><pre><code>void func ( void (*f)(int) ) {  for ( int ctr = 0 ; ctr &lt; 5 ; ctr++ ) {    (*f)(ctr);  }}</code></pre><p>From <a href=""http://math.hws.edu/bridgeman/courses/331/f05/handouts/c-c++-notes.html"">http://math.hws.edu/bridgeman/courses/331/f05/handouts/c-c++-notes.html</a></p>"
9421,716.0,2008-08-13T02:34:47Z,9410,81,"<p>This question already has the answer for defining function pointers, however they can get very messy, especially if you are going to be passing them around your application. To avoid this unpleasantness I would recommend that you typedef the function pointer into something more readable. For example.</p><pre><code>typedef void (*functiontype)();</code></pre><p>Declares a function that returns void and takes no arguments. To create a function pointer to this type you can now do:</p><pre><code>void dosomething() { }functiontype func = &amp;dosomething;func();</code></pre><p>For a function that returns an int and takes a char you would do</p><pre><code>typedef int (*functiontype2)(char);</code></pre><p>and to use it</p><pre><code>int dosomethingwithchar(char a) { return 1; }functiontype2 func2 = &amp;dosomethingwithcharint result = func2('a');</code></pre><p>There are libraries that can help with turning function pointers into nice readable types. The <a href=""http://www.boost.org/doc/libs/1_36_0/doc/html/function.html"">boost function</a> library is great and is well worth the effort!</p><pre><code>boost::function&lt;int (char a)&gt; functiontype2;</code></pre><p>is so much nicer than the above.</p>"
9502,1131.0,2008-08-13T06:08:24Z,9240,7,"<p>If I understand the question correctly, you've created a domain model and you would like to write an object-relational mapper to map between records in your database and your domain objects. However, you're concerned about polluting your domain model with the 'plumbing' code that would be necessary to read and write to your object's fields.</p><p>Taking a step back, you essentially have two choices of where to put your data mapping code - within the domain class itself or in an external mapping class.The first option is often called the Active Record pattern and has the advantage that each object knows how to persist itself and has sufficient access to its internal structure to allow it to perform the mapping without needing to expose non-business related fields.</p><p>E.g</p><pre><code>public class User{	private string name;	private AccountStatus status;	private User()	{	}	public string Name	{		get { return name; }		set { name = value; }	}	public AccountStatus Status	{		get { return status; }	}	public void Activate()	{		status = AccountStatus.Active;	}	public void Suspend()	{		status = AccountStatus.Suspended;	}	public static User GetById(int id)	{		User fetchedUser = new User();		// Lots of database and error-checking code		// omitted for clarity		// ...		fetchedUser.name = (string) reader[""Name""];		fetchedUser.status = (int)reader[""statusCode""] == 0 ? AccountStatus.Suspended : AccountStatus.Active;		return fetchedUser;	}	public static void Save(User user)	{		// Code to save User's internal structure to database		// ...	}}</code></pre><p>In this example, we have an object that represents a User with a Name and an AccountStatus. We don't want to allow the Status to be set directly, perhaps because we want to check that the change is a valid status transition, so we don't have a setter. Fortunately, the mapping code in the GetById and Save static methods have full access to the object's name and status fields.</p><p>The second option is to have a second class that is responsible for the mapping. This has the advantage of seperating out the different concerns of business logic and persistence which can allow your design to be more testable and flexible. The challenge with this method is how to expose the name and status fields to the external class. Some options are:  1. Use reflection (which has no qualms about digging deep into your object's private parts)  2. Provide specially-named, public setters (e.g. prefix them with the word 'Private') and hope no one uses them accidentally  3. If your language suports it, make the setters internal but grant your data mapper module access. E.g. use the InternalsVisibleToAttribute in .NET 2.0 onwards or friend functions in C++</p><p>For more information, I'd recommend Martin Fowler's classic book 'Patterns of Enterprise Architecture'</p><p>However, as a word of warning, before going down the path of writing your own mappers I'd strongly recommend looking at using a 3rd-party object relational mapper (ORM) tool such as nHibernate or Microsoft's Entity Framework. I've worked on four different projects where, for various reasons, we wrote our own mapper and it is very easy to waste a lot of time maintaining and extending the mapper instead of writing code that provides end user value. I've used nHibernate on one project so far and, although it has quite a steep learning curve initially, the investment you put in early on pays off considerably.</p>"
9562,,2008-08-13T07:52:51Z,4860,0,"<p>Can you let us know that technology you are using as there are some intresting bits out there around this stuff and some short cuts... i.e. WSE2 is complex beast and something that I dont like getting wrong!  </p><p>I dont like developers doing this and there are WSE2 accelorators out there like SSL Accelorates as the processing of encryption has a hugh cost best to take it out of process from the normal code and the development arena.</p><p>If this is an option for you - <a href=""http://forumsys.com/"" rel=""nofollow"" title=""Unison Home Page"">Try look at this - ForumSystems</a></p>"
9653,842.0,2008-08-13T11:11:42Z,9650,6,"<p>Checkout CLISP <a href=""http://en.wikipedia.org/wiki/CLISP"">wiki-link</a> that ie. was used by Paul Graham</p><p>Direct <a href=""http://clisp.cons.org/"">link</a></p>"
9655,1065.0,2008-08-13T11:13:43Z,9650,1,"<p>Did you try Allegro CL from <a href=""http://www.franz.com/"" rel=""nofollow"">http://www.franz.com/</a>?</p>"
9659,188.0,2008-08-13T11:27:55Z,9650,13,"<p>You could also try <a href=""http://www.plt-scheme.org/"">DrScheme</a>, which whilst not exactly a standalone interpreter, isn't emacs :)</p><p>It's basically a simple IDE that has an area to type in code that can be executed as a file, and then another area that is the running interpreter that you can interact with.</p><p>(Also, find the UC Berkeley CS61A podcasts and listen to them, as well as reading SICP)</p>"
9679,279.0,2008-08-13T11:55:48Z,9650,7,"<p>It looks like Steel Bank Common Lisp (SBCL) also caters to what you want:</p><p><a href=""http://www.sbcl.org/manual/Shebang-Scripts.html#Shebang-Scripts"" rel=""nofollow"">http://www.sbcl.org/manual/Shebang-Scripts.html#Shebang-Scripts</a></p><p>SBCL is both top rate and open source.</p>"
9752,267.0,2008-08-13T13:03:17Z,9750,4,"<p>What specifically does that question mean?</p><p>Does <em>reverse</em> mean setting 1's to 0's and vice versa?</p><p>Or does it mean <em>00001100</em> --> <em>00110000</em> where you reverse their order in the byte? Or perhaps just reversing the part that is from the first 1 to the last 1? ie. <em>00110101</em> --> <em>00101011</em>?</p><p>Assuming it means reversing the bit order in the whole byte, here's an x86 assembler version:</p><pre><code>; al is input register; bl is output registerxor bl, bl      ; clear output; first bitrcl al, 1       ; rotate al through carryrcr bl, 1       ; rotate carry into bl; duplicate above 2-line statements 7 more times for the other bits</code></pre><p>not the most optimal solution, a table lookup is faster.</p>"
9756,42.0,2008-08-13T13:04:59Z,9750,4,"<p>Reversing the order of bits in C#:</p><pre><code>byte ReverseByte(byte b){    byte r = 0;    for(int i=0; i&lt;8; i++)    {        int mask = 1 &lt;&lt; i;        int bit = (b &amp; mask) &gt;&gt; i;        int reversedMask = bit &lt;&lt; (7 - i);        r |= (byte)reversedMask;    }    return r;}</code></pre><p>I'm sure there are more clever ways of doing it but in that precise case, the interview question is meant to determine if you know bitwise operations so I guess this solution would work.</p><p>In an interview, the interviewer usually wants to know how you find a solution, what are you problem solving skills, if it's clean or if it's a hack. So don't come up with too much of a clever solution because that will <em>probably</em> mean you found it somewhere on the Internet beforehand. Don't try to fake that you don't know it neither and that you just come up with the answer because you are a genius, this is will be even worst if she figures out since you are basically lying.</p>"
9758,1035.0,2008-08-13T13:05:31Z,9750,2,"<p>The classic <a href=""http://graphics.stanford.edu/~seander/bithacks.html"" rel=""nofollow"">Bit Hacks</a> page has several (really very clever) ways to do this, but it's all in C. Any language derived from C syntax (notably Java) will likely have similar methods. I'm sure we'll get some Haskell versions in this thread ;)</p>"
9778,1190.0,2008-08-13T13:15:42Z,9750,2,"<blockquote>  <p><code>byte ReverseByte(byte b)  {      return b ^ 0xff;  }</code></p></blockquote><p>That works if <code>^</code> is XOR in your language, but not if it's <code>AND</code>, which it often is.</p>"
9840,37.0,2008-08-13T13:54:10Z,4430,9,"<p>I have used <a href=""http://www.scottnichol.com/nusoapintro.htm"">NuSOAP</a> in the past.  I liked it because it is just a set of PHP files that you can include.  There is nothing to install on the web server and no config options to change.  It has WSDL support as well which is a bonus.</p>"
9870,1219.0,2008-08-13T14:16:13Z,2840,0,"<p>Here's what I do for paging:  All of my big queries that need to be paged are coded as inserts into a temp table.  The temp table has an identity field that will act in a similar manner to the row_number() mentioned above.  I store the number of rows in the temp table in an output parameter so the calling code knows how many total records there are.  The calling code also specifies which page it wants, and how many rows per page, which are selected out from the temp table.</p><p>The cool thing about doing it this way is that I also have an ""Export"" link that allows you to get all rows from the report returned as CSV above every grid in my application.  This link uses the same stored procedure: you just return the contents of the temp table instead of doing the paging logic.  This placates users who hate paging, and want to see <em>everything</em>, and want to sort it in a million different ways.</p>"
9907,737.0,2008-08-13T14:44:10Z,9750,14,"<blockquote>  <p>What specifically does that question mean?</p></blockquote><p>Good question.  If reversing the ""ON"" bits means reversing only the bits that are ""ON"", then you will always get 0, no matter what the input is.  If it means reversing <em>all</em> the bits, i.e. changing all 1s to 0s and all 0s to 1s, which is how I initially read it, then that's just a bitwise NOT, or complement.  C-based languages have a complement operator, <code>~</code>, that does this.  For example:</p><pre><code>unsigned char b = 102;      /* 0x66, 01100110 */unsigned char reverse = ~b; /* 0x99, 10011001 */</code></pre>"
9929,521.0,2008-08-13T15:11:45Z,9750,3,"<p>If you're talking about switching 1's to 0's and 0's to 1's, using Ruby:</p><pre><code>n = 0b11001100~n</code></pre><p>If you mean reverse the order:</p><pre><code>n = 0b11001100eval(""0b"" + n.to_s(2).reverse)</code></pre><p>If you mean counting the on bits, as mentioned by another user:</p><pre><code>n = 123count = 00.upto(8) { |i| count = count + n[i] }</code></pre><p>ÃÂ¢ÃÂÃÂ¥ Ruby</p>"
9963,1219.0,2008-08-13T15:41:44Z,580,1,"<p>I agree with keeping everything in source control and manually scripting all changes.  Changes to the schema for a single release go into a script file created specifically for that release.  All stored procs, views, etc should go into individual files and treated just like .cs or .aspx as far as source control goes.  I use a powershell script to generate one big .sql file for updating the programmability stuff.</p><p>I don't like automating the application of schema changes, like new tables, new columns, etc.  When doing a production release, I like to go through the change script command by command to make sure each one works as expected.  There's nothing worse than running a big change script on production and getting errors because you forgot some little detail that didn't present itself in development.</p><p>I have also learned that indexes need to be treated just like code files and put into source control.</p><p>And you should definitely have more than 2 databases - dev and live.  You should have a dev database that everybody uses for daily dev tasks.  Then a staging database that mimics production and is used to do your integration testing.  Then maybe a complete recent copy of production (restored from a full backup), if that is feasible, so your last round of installation testing goes against something that is as close to the real thing as possible.</p>"
9975,1109.0,2008-08-13T15:49:52Z,8970,1,"<p>There's a command line utility called <code><a href=""http://www.intergalactic.de/pages/iSight.html"" rel=""nofollow"" title=""I/O management and disk scheduling"">isightcapture</a></code> that does more or less what you want to do. You could probably get the code from the developer (his e-mail address is in the readme you get when you download the utility).</p>"
10008,1109.0,2008-08-13T16:09:09Z,80,6,"<p>The <a href=""http://en.wikipedia.org/wiki/SQLite"" rel=""nofollow"">SQLite</a> API has a function called something like <code>sqlite_prepare</code> which takes <em>one</em> statement and prepares it for execution, essentially parsing the SQL and storing it in memory. This means that the SQL only has to be sent once to the database engine even though the statement is executed many times.</p><p>Anyway, a statement is a single SQL query, that's just the rule. The AIR SQL API doesn't allow sending raw SQL to SQLite, only single statements, and the reason is, likely, that AIR uses the <code>sqlite_prepare</code> function when it talks to SQLite.</p>"
10105,1190.0,2008-08-13T17:25:21Z,3180,6,"<p>I think it's great that Joel et al. let people use FogBugs hosted for free on their own.  It's a great business strategy, because the users become fans (it is great software after all), and then they recommend it to their businesses or customers.</p>"
10130,1236.0,2008-08-13T17:57:13Z,9750,1,"<p>I'm probably misremembering, but I thought that Joel's question was about <strong>counting</strong> the ""on"" bits rather than reversing them.</p>"
10138,414.0,2008-08-13T18:07:03Z,9570,1,<p>As a bare minimum:</p><p>mscoree.libMSVCRT.libmfc90.lib (adjust version appropriately)</p><p>And iterate from there.</p>
10141,245.0,2008-08-13T18:10:34Z,3230,16,"<ol><li>Choose Project -> Properties</li><li>Select Configuration -> General</li><li>In the box for how you should link MFC, choose to statically link it.</li><li>Choose Linker -> Input.  Under <strong>Additional Dependencies</strong>, add any libraries you need your app to statically link in.</li></ol><p>For more info, see this article: <a href=""http://www.geekadmin.com/?p=34"">http://www.geekadmin.com/?p=34</a></p>"
10160,1233.0,2008-08-13T18:19:07Z,2630,2,"<p>While it is not as fun as Out-Twitter, my favorite cmdlet is Get-Member, since it allows me to examine any of the objects I'm working with and find out new properties and methods, as well as the underlying type of the object.</p><p>If I did not choose Get-Member, I would have to go with Out-Clipboard from the PowerShell Community Extensions (PSCX), as it enables a whole lot of clipboard automation and makes using PowerShell for code templating much easier.</p>"
10194,91.0,2008-08-13T18:40:32Z,10190,8,"<p>On MS SQL Server 2005 and above, <a href=""http://msdn.microsoft.com/en-us/library/ms186734.aspx"" rel=""nofollow"">ROW_NUMBER()</a> seems to work:</p><p><a href=""http://blogs.x2line.com/al/archive/2005/11/18/1323.aspx"" rel=""nofollow"">T-SQL: Paging with ROW_NUMBER()</a></p><pre><code>DECLARE @PageNum AS INT;DECLARE @PageSize AS INT;SET @PageNum = 2;SET @PageSize = 10;WITH OrdersRN AS(    SELECT ROW_NUMBER() OVER(ORDER BY OrderDate, OrderID) AS RowNum          ,OrderID          ,OrderDate          ,CustomerID          ,EmployeeID      FROM dbo.Orders)SELECT *   FROM OrdersRN WHERE RowNum BETWEEN (@PageNum - 1) * @PageSize + 1                   AND @PageNum * @PageSize ORDER BY OrderDate         ,OrderID;</code></pre>"
10197,380.0,2008-08-13T18:43:17Z,10190,1,"<p>Actually, LINQ has Skip and Take methods which can be combined to choose which records are fetched.</p><p>Check those out.</p><p>For DB: <a href=""http://www.singingeels.com/Articles/Pagination_In_SQL_Server_2005.aspx"" rel=""nofollow"">Pagination In SQL Server 2005</a></p>"
10227,116.0,2008-08-13T19:00:32Z,10190,1,"<p>Oracle Solution:</p><pre><code>select * from (    select a.*, rownum rnum from (        YOUR_QUERY_GOES_HERE -- including the order by    ) a    where rownum &lt;= MAX_ROW ) where rnum &gt;= MIN_ROW</code></pre>"
10233,414.0,2008-08-13T19:05:42Z,10230,15,"<p>Yes, it depends on language, since string storage differs between languages.</p><ul><li>Pascal-type strings: <code>Length = 0</code>.</li><li>C-style strings: <code>[0] == 0</code>. </li><li>.NET: <code>.IsNullOrEmpty</code>.</li></ul><p>Etc. </p>"
10234,905.0,2008-08-13T19:05:54Z,10230,2,"<p>In .Net:</p><pre><code>string.IsNullOrEmpty( nystr );</code></pre><p>strings can be null, so .Length sometimes throws a NullReferenceException</p>"
10235,380.0,2008-08-13T19:06:38Z,10230,0,"<p>Actually, IMO the best way to determine is the IsNullOrEmpty() method of the string class.</p><p><a href=""http://msdn.microsoft.com/en-us/library/system.string.isnullorempty."" rel=""nofollow"">http://msdn.microsoft.com/en-us/library/system.string.isnullorempty.</a></p><p>Update: I assumed .Net, in other languages, this might be different.</p>"
10250,872.0,2008-08-13T19:12:19Z,10230,13,"<p>In languages that use C-style (null-terminated) strings, comparing to <code>""""</code> will be faster.  That's an O(1) operation, while taking the length of a C-style string is O(n).</p><p>In languages that store length as part of the string object (C#, Java, ...) checking the length is also O(1).  In this case, directly checking the length is faster, because it avoids the overhead of constructing the new empty string.</p>"
10282,1016.0,2008-08-13T19:29:28Z,10190,6,"<p>I'd recommend either using LINQ, or try to copy what it does. I've got an app where I use the LINQ Take and Skip methods to retrieve paged data. The code looks something like this:</p><pre><code>MyDataContext db = new MyDataContext();var results = db.Products    .Skip((pageNumber - 1) * pageSize)    .Take(pageSize);</code></pre><p>Running SQL Server Profiler reveals that LINQ is converting this query into SQL similar to:</p><pre><code>SELECT [ProductId], [Name], [Cost], and so on...FROM (    SELECT [ProductId], [Name], [Cost], [ROW_NUMBER]    FROM (       SELECT ROW_NUMBER() OVER (ORDER BY [Name]) AS [ROW_NUMBER],            [ProductId], [Name], [Cost]       FROM [Products]    )    WHERE [ROW_NUMBER] BETWEEN 10 AND 20)ORDER BY [ROW_NUMBER]</code></pre><p>In plain English:<br />1. Filter your rows and use the ROW_NUMBER function to add row numbers in the order you want.<br />2. Filter (1) to return only the row numbers you want on your page.<br />3. Sort (2) by the row number, which is the same as the order you wanted (in this case, by Name).</p>"
10283,543.0,2008-08-13T19:30:28Z,10230,1,"<p>In Java 1.6, the String class has a new method <a href=""http://java.sun.com/javase/6/docs/api/java/lang/String.html#isEmpty()"" rel=""nofollow"" title=""I/O management and disk scheduling"">isEmpty</a> </p><p>There is also the Jakarta commons library, which has the <a href=""http://commons.apache.org/lang/api/org/apache/commons/lang/StringUtils.html#isBlank()"" rel=""nofollow"" title=""Inside Windows Vista Kernel"">isBlank</a> method. Blank is defined as a string that contains only whitespace.</p>"
10294,1035.0,2008-08-13T19:35:37Z,10230,0,"<blockquote>  <p>In this case, directly checking the length is faster, because it avoids the overhead of constructing the new empty string.</p></blockquote><p>@DerekPark: That's not always true. """" is a string literal so, in Java, it will almost certainly already be interned.</p>"
10305,116.0,2008-08-13T19:51:33Z,10230,0,"<p>For C strings,</p><pre><code>if (s[0] == 0)</code></pre><p>will be faster than either</p><pre><code>if (strlen(s) == 0)</code></pre><p>or</p><pre><code>if (strcmp(s, """") == 0)</code></pre><p>because you will avoid the overhead of a function call.</p>"
10306,1084.0,2008-08-13T19:52:16Z,10230,2,"<blockquote>  <p>In languages that use C-style (null-terminated) strings, comparing to """" will be faster</p></blockquote><p>Actually, it may be better to check if the first char in the string is '\0':</p><pre><code>char *mystring;/* do something with the string */if ((mystring != NULL) &amp;&amp; (mystring[0] == '\0')) {    /* the string is empty */}</code></pre><p>In Perl there's a third option, that the string is undefined.  This is a bit different from a NULL pointer in C, if only because you don't get a segmentation fault for accessing an undefined string. </p>"
10312,872.0,2008-08-13T20:00:55Z,10230,0,"<p>@Nathan</p><blockquote>  <p>Actually, it may be better to check if the first char in the string is '\0':</p></blockquote><p>I almost mentioned that, but ended up leaving it out, since calling <code>strcmp()</code> with the empty string and directly checking the first character in the string are both O(1).  You basically just pay for an extra function call, which is pretty cheap.  If you <em>really</em> need the absolute best speed, though, definitely go with a direct first-char-to-0 comparison.</p><p>Honestly, I always use <code>strlen() == 0</code>, because I have <em>never</em> written a program where this was actually a measurable performance issue, and I think that's the most readable way to express the check.</p>"
10448,1219.0,2008-08-13T22:45:03Z,9240,0,"<p>I'm going to continue my habit of going against the grain and say that you should question why you are building all these horribly complex object layers.</p><p>I think many developers think of the database as a simple persistence layer for their objects, and are only concerned with the CRUD operations that those objects need.  Too much effort is being put into the ""impedence mismatch"" between object and relational models.  Here's an idea: stop trying.</p><p>Write stored procedures to encapsulate your data.  Use results sets, DataSet, DataTable, SqlCommand (or the java/php/whatever equivalent) as needed from code to interact with the database.  You don't need those objects.  An excellent example is embedding a SqlDataSource into a .ASPX page.</p><p>You shouldn't try to hide your data from anyone.  Developers need to understand exactly how and when they are interacting with the physical data store.</p><p>Object-relational mappers are the devil.  Stop using them.</p><p>Building enterprise applications is often an exercise in managing complexity.  You have to keep things as simple as possible, or you will have an absolutely un-maintainable system.  If you are willing to allow some coupling (which is inherent in any application anyway), you can do away with both your business logic layer and your data access layer (replacing them with stored procedures), and you won't need any of those interfaces.</p>"
10526,1042.0,2008-08-14T00:32:25Z,9570,1,"<p>Use the AppWizard to create a bare-bones MFC app in your style (SDI / MDI / dialog ) and then <a href=""http://www.dependencywalker.com/"" rel=""nofollow"">put on your depends</a>.</p>"
10536,13.0,2008-08-14T00:45:14Z,9650,1,"<p>@Nathan: I've upmodded the Common Lisp links, because you asked about Lisp (especially with reference to Emacs Lisp). However, Common Lisp is very different from Scheme. A program written for one is unlikely to run on the other.</p><p>As you mentioned, SICP is for learning Scheme, not Lisp (or at least, not Common Lisp and not Emacs Lisp). There are some overlap in principles, however you can't simply cut and paste code from SICP and expect it to run on any Common Lisp or Emacs Lisp system. :-)</p>"
10540,859.0,2008-08-14T00:49:17Z,9650,0,"<p>Another good dialect of lisp is <a href=""http://www.google.com/url?sa=t&amp;ct=res&amp;cd=1&amp;url=http%3A%2F%2Fwww.cons.org%2Fcmucl%2F&amp;ei=04CjSMesMIKWsAPkreiEDw&amp;usg=AFQjCNEaD4T5bkSLBKWylon98jBsL7-IGA&amp;sig2=W3p2EItQZ4NdWN8YCzPbRg"" rel=""nofollow"">cmucl</a>.  They used to love to brag about being the ""fastest"" lisp.</p>"
10557,1190.0,2008-08-14T01:29:42Z,3510,5,"<p>I don't have the power to edit <a href=""http://stackoverflow.com/a/3511/50776"">@Michael Stum's answer</a>, but it's not quite correct.  He reduces</p><pre><code>(i + 4) - (a + b)</code></pre><p>to</p><pre><code>(i + 4 - a + b)</code></pre><p>They are not equivalent.  The best reduction I can get for the whole expression is</p><pre><code>((i + 4) - (a + b)) * MAGIC_NUMBER - ANOTHER_MAGIC_NUMBER;</code></pre><p>or</p><pre><code>(i + 4 - a - b) * MAGIC_NUMBER - ANOTHER_MAGIC_NUMBER;</code></pre>"
10561,13.0,2008-08-14T01:35:32Z,9750,0,"<p>Since the question asked for a non-C way, here's a Scheme implementation, cheerfully plagiarised from <a href=""http://people.csail.mit.edu/jaffer/SLIB"" rel=""nofollow"">SLIB</a>:</p><pre><code>(define (bit-reverse k n)  (do ((m (if (negative? n) (lognot n) n) (arithmetic-shift m -1))       (k (+ -1 k) (+ -1 k))       (rvs 0 (logior (arithmetic-shift rvs 1) (logand 1 m))))      ((negative? k) (if (negative? n) (lognot rvs) rvs))))(define (reverse-bit-field n start end)  (define width (- end start))  (let ((mask (lognot (ash -1 width))))    (define zn (logand mask (arithmetic-shift n (- start))))    (logior (arithmetic-shift (bit-reverse width zn) start)            (logand (lognot (ash mask start)) n))))</code></pre><p>Rewritten as C (for people unfamiliar with Scheme), it'd look something like this (with the understanding that in Scheme, numbers can be arbitrarily big):</p><pre><code>intbit_reverse(int k, int n){    int m = n &lt; 0 ? ~n : n;    int rvs = 0;    while (--k &gt;= 0) {        rvs = (rvs &lt;&lt; 1) | (m &amp; 1);        m &gt;&gt;= 1;    }    return n &lt; 0 ? ~rvs : rvs;}intreverse_bit_field(int n, int start, int end){    int width = end - start;    int mask = ~(-1 &lt;&lt; width);    int zn = mask &amp; (n &gt;&gt; start);    return (bit_reverse(width, zn) &lt;&lt; start) | (~(mask &lt;&lt; start) &amp; n);}</code></pre>"
